school,title,start,end,url,location,city,isOnline,description,imageUrl
ESSEC Alumni,Conférence : Le pouvoir du sablier - Domptez le temps avant qu'il ne vous dévore !,2026-01-21 18:30:00+00:00,2026-01-21T22:00:00+00:00,https://www.essecalumni.com/event/conference-le-pouvoir-du-sablier-domptez-le-temps-avant-qu-il-ne-vous-devore/2025/11/09/7756,"Maison des ESSEC, 11, Avenue de Friedland, 75008, PARIS, FR",PARIS,False,"Le pouvoir du sablier - Domptez le temps avant qu'il ne vous dévore ! 📍 Une conférence pour reprendre le contrôle dans un quotidien qui déborde Vous avez la sensation de ne plus maîtriser vos journées ?Les réunions s’enchaînent, les e-mails s’accumulent, les urgences prennent le dessus..Et, vos soirées de récup’ deviennent des créneaux de travail déguisés ?Cet équilibre pro-perso dont tout le monde parle, vous ne savez plus très bien à quoi il ressemble ? 🎯 Et si le temps d’une conférence pouvait tout changer ? À travers le récit d’expériences marquantes, des démonstrations visuelles impactantes et des outils simples mais puissants, Laurent Pellet propose une approche inédite du temps. Une conférence à fort impact managérial qui aide chacun à faire des choix plus clairs, reprendre la main sur son agenda, et à retrouver un équilibre durable entre performance et sérénité.A la suite de la conférence, un moment de networking permettra de continuer à échanger autour d’un verre convivial !  À propos de Laurent PelletAncien dirigeant international, membre du COMEX du Groupe Edenred, il a managé des équipes sur 4 continents pendant 28 ans.Aujourd’hui, il aide les entreprises à améliorer à la fois la performance et la sérénité des équipes, en apprenant à mieux utiliser ce bien le plus précieux : 𝗹𝗲 𝘁𝗲𝗺𝗽𝘀.🎤 Sa conférence a déjà conquis des sociétés et institutions en France et à l’étranger, telles qu’Air Liquide, Pernod Ricard, Technip Energies, Sciences Po, LVMH, les CCI de Hongrie et d’Espagne, ou encore l’APM. Son profil LinkedIn : www.linkedin.com/in/laurent-pellet-franceSon site internet : www.laurentpellet.com#carriereprojettransition#carriererechercheemploi#carrieredevpersonnel",https://www.essecalumni.com/medias/image/9541367196908c18565c77.png
AX Polytechnique Alumni,La communication non violente,2026-01-22 09:30:00+00:00,2026-01-22T13:00:00+00:00,https://ax.polytechnique.org/event/la-communication-non-violente/2025/11/09/2747,"AX - Salle Caroline Aigle (Maison des Polytechniciens), 12, Rue de Poitiers, 75007, PARIS, FR",PARIS,False,"La communication non violente est un art de vivre des relations de qualité, qui mène à une meilleure compréhension, à plus de dialogue et de co-construction.D’après Marshall Rosenberg, son fondateur, l’origine de la plupart des tensions relationnelles réside en la focalisation sur ce qui ne va pas chez les autres au lieu de ce qui se passe en soi-même ; ceci nécessite un travail de clarification ainsi qu’une trame de communication, qui va modifier notre manière d’écouter, de nous exprimer et d’interagir avec les autres.Pour apaiser les tensions de manière durable, nous devons apprendre à communiquer en matière de ressentis et de besoins, sans agressivité ni jugement.Programme :Présentation du modèle CNVCadre et prérequis à respecterMéthode pour exprimer le ressenti et le besoinExercice d’auto-empathie sur une situation individuelle librement choisieAtelier réagir à une phrase irritanteObjectif :Comprendre le processus de la communication coopérative, comment exprimer un message sincère et efficace, ainsi que s’entrainer à réagir à des propos déstabilisants. Des ateliers pratiques offriront une expérience directe de la gestion émotionnelle.En situation réelle, la finalité est de s’exprimer pour maximiser les chances d’être entendu, proposer des leviers pour la coopération, et au bout du compte transformer les tensions en opportunité de dialogue.Intervenant : Nicolas Beaude (X81), spécialiste dans la formation et l’accompagnement des individus, des équipes et des organisations qui souhaitent développer la coopération et les relations transversales efficaces.Depuis le développement des postures et méthodes, jusqu’à la résolution des tensions et conflits pour rétablir une attitude collaborative.",https://ax.polytechnique.org/medias/image/37572673367c7188580f1e.jpg
emlyon alumni,Career Alumni | Rédiger un CV impactant avec les conseils d'un cabinet de recrutement,2026-01-22 12:15:00+00:00,2026-01-22T14:00:00+00:00,https://www.emlyon-alumni.com/event/career-alumni-rediger-un-cv-impactant-avec-les-conseils-d-un-cabinet-de-recrutement/2025/11/09/631,En ligne,,True,"Webinar | Rédiger un CV impactant ! Comment votre CV peut vous aider à vous rendre plus visible et décrocher un entretien ? Jeudi 22 janvier 2026 de 12h15 à 14h00 Avec Caroline Milleret et Julien Pourcelot, de Kenseo, découvrez les clés essentielles pour avoir un CV impactant ! Format de l’atelierNotre atelier est construit dans l’objectif de favoriser l’interaction entre les participants et les animateurs.Il alterne apports méthodologiques et mises en application personnalisées immédiates afin que chaque participant puisse repartir avec quelques bonnes pratiques / quelques « tips » pour modifier son CV afin de le rendre plus impactant.Il est structuré autour de 3 temps pour explorer de manière fine l’exercice du CV. Un tour de table avec les participants sera réalisé avant ces 3 temps afin d’entendre l’attente principale de chacun.• 1er temps : Le CV : à quoi cela sert ? Les fondamentaux et la construction d’un CV impactant :1 temps d’information avec des exemples de CV suivi d’échanges / FAQ avec le groupe.• 2ème temps : Atelier « expériences professionnelles ». 1 temps d’information suivi d’un atelier pratique en sous-groupe concernant la rédaction de la partie expériences professionnelles. Chaque participant rédige une description de son dernier poste.• 3ème temps : Atelier « informations complémentaires ». 1 temps d’information suivi d’un atelier pratique en sous-groupe pour croiser les regards sur la rédaction des informations complémentaires (en-tête de CV, langues, centres d’intérêt, photos, etc.). ObjectifsPartager l’expérience de recruteurs dans la lecture d’un CV.Construire un CV impactant pour répondre aux enjeux d’un poste / d’une entreprise.Mise en application immédiate en sous-groupe pour repartir avec:une bonne pratique à mettre en œuvreune modification à réaliser sur son CV Pré-requis :  Chaque participant amène son CV & son PC portable Cet évènement est également disponible en mai - voir lien en bas de cette page A propos de nos intervenants Caroline MIlleretConsultante senior et membre de la Division Recrutement & Assessment, Caroline pilote des missions auprès de cadres middle et top managers dans l’industrie et plus particulièrement dans les métiers de la Supply Chain & des Opérations industrielles.Passionnée par l’Humain, le développement des entreprises, l’organisation et le management, Caroline s’est naturellement orientée vers le métier du conseil en recrutement.En 2022, Caroline rejoint l’équipe KENSEO afin d’accompagner au mieux les entreprises à identifier, cibler, et évaluer le candidat idéal qui s’épanouira pleinement dans son futur poste.Certifiée Assessfirst.Julien PourcelotDirecteur Exécutif, Julien est en charge du développement des activités Kenseo (Executive Search, Management de Transition, Assessment / Evaluation) et Version Originale (Coaching individuel, Coaching d’équipe et Outplacement), de la RSE, des projets et des partenariats. Il intervient dans le domaine du conseil en ressources humaines, accompagnant des organisations (PME, PMI, filiales de groupes, collectivités, établissements de soin) dans la définition, l’identification, l’attraction, l’évaluation et le développement de leur capital humain. Il intervient particulièrement dans la recherche et l’évaluation de dirigeants.Julien a à cœur de mettre son expérience, son réseau et ses valeurs au service de femmes, d’hommes et d’organisations.Cet évènement est également disponible en mai : Rédiger un CV impactant avec les conseils d'un cabinet de recrutementjeudi 28 mai 2026⚠ Nombre de places limitées à 8 personnes afin de favoriser les échanges collectifs et la relecture de vos CV.",https://www.emlyon-alumni.com/medias/image/168402883866a26ba0145c9.jpg
ESSEC Alumni,"Atelier carrière  ""Spécial Jeunes Professionnels"":  Réussir sa prise de poste (1ʳᵉ partie) - Construisez la feuille de route de vos premières semaines",2026-01-22 12:30:00+00:00,2026-01-22T14:00:00+00:00,https://www.essecalumni.com/event/atelier-carriere-special-jeunes-professionnels-reussir-sa-prise-de-poste-1-partie-construisez-la-feuille-de-route-de-vos-premieres-semaines/2025/11/09/7620,En ligne,,True,"Réussir sa prise de poste (1ʳᵉ partie). Construisez la feuille de route de vos premières semainesAtelier dédié aux alumni diplômés des programmes Pré-Expérience (hors Executive Education) au cours des 3 dernières années, soit entre 2022 et 2025.Vous allez bientôt commencer un nouveau job ou vous venez de prendre votre poste ? La préparation de votre prise de poste est essentielle pour vous sentir bien dans votre job et atteindre rapidement le niveau de performance et d’autonomie attendu. Cet atelier vous donnera les clés pour prendre pleinement en main votre intégration et transformer l’essai !Au programme de l’atelier :Préambule : la période d'intégration, ce qui vous attendLa bonne attitude : les facteurs clés de succès d'une période d'intégration réussieConstruire sa feuille de route : définir les priorités de votre future prise de posteBon à savoir : cet atelier est complémentaire de l’atelier Réussir sa prise de poste (2ᵉ partie) - Écoute de soi et dynamiques relationnelles, également proposé par Marion Kalfon le jeudi 5 février, mais vous pouvez aussi suivre l’un ou l’autre atelier de manière indépendante.Intervenante : Marion Kalfon (E07) - Société ECLORCoach professionnelle et formatrice, Marion accompagne les managers et leurs équipes pour renforcer leur leadership, leurs qualités relationnelles et managériales et leur capacité à collaborer autrement. Elle aide aussi des collaborateurs à créer les conditions de réussite à leur intégration lors de leur prise de poste.Dans sa pratique, elle s’appuie sur les apports de la systémique et sur une approche symbolique et sensorielle, nourrie également de son expérience en Grande consommation dans des groupes internationaux (responsable d’équipes Marketing et Trade Marketing et coordinatrice projet dans l’innovation et la stratégie des marques).#carriererechercheemploi#carriereprojettransition",https://www.essecalumni.com/medias/image/58112840068b6b39b13017.png
EDHEC Alumni,ALUMNI VOICES - From an international program to an international career in Dubai with Raphaelle MARCHOT - English session,2026-01-22 18:30:00+00:00,2026-01-22T19:30:00+00:00,https://alumni.edhec.edu/event/alumni-voices-from-an-international-program-to-an-international-career-in-dubai-with-raphaelle-marchot-english-session/2025/11/09/22526,En ligne,,True,"Alumni share their career paths with students live Session in EnglishCurious about what it’s like to manage the online presence of one of the world’s most luxurious hospitality brands all while living in Dubai?Join us for an exclusive online session with Raphaelle MARCHOT, EDHEC MSC 2023, Social Media manager at Jumeirah Group in DUBAI.She’ll share her career journey, the skills that got her there, the realities of working in digital marketing in the Middle East, and her day-to-day managing global social media campaigns in the luxury sector. A unique chance to: - Discover the behind-the-scenes of social media in luxury hospitality - Hear what it’s really like to live and work in Dubai - Get inspired and pick up practical tips for your own career pathDon't miss this opportunity to get inspired and ask your questions live!About Jumeirah GroupHeadquartered in Dubai, Jumeirah Group is a global luxury hospitality company and a member of Dubai Holding. Best known for the iconic Burj Al Arab, the group operates a portfolio of prestigious hotels and resorts across the Middle East, Europe, and Asia.EVENT FORMAT1 hour of LIVE discussion, to ensure that the experience is as participative and rewarding as possible for everyone:- 30mn presentation by the Alumni (career path, professions, internship/job opportunities in their company and career prospects)- 30mn Q&A 3 session where students can ask their questions live.REGISTRATIONRegister for the Meeting by clicking on the ‘registering’ button. You must be logged in to register, log in at the top left of the EDHEC ALUMNI website using your login email and password that you registered when you activated your account.NB: If you have not yet activated your account: click here, follow the instructions and then reconnect to the site to register for the event.What are ALUMNI VOICES ?The ALUMNI VOICES programme aims to put EDHEC students and graduates in touch with each other. It is aimed at all EDHEC students, whatever their level or course of study.The aim of this event? To discover career prospects in the professions and business sectors covered by graduates, to help students define their professional projects and to enrich their network.",https://alumni.edhec.edu/medias/image/133186554368fa041083c0b.jpg
CentraleSupélec Alumni,"Cycle “Ingénieurs à l’ère de l’IA : repères, pratiques et responsabilités” #2",2026-01-22 19:00:00+00:00,2026-01-22T22:00:00+00:00,https://association.centralesupelec-alumni.com/event/cycle-ingenieurs-a-l-ere-de-l-ia-reperes-pratiques-et-responsabilites-2/2025/11/09/9546,"Maison CentraleSupélec, 8, Rue Jean Goujon, 75008, PARIS, FR",PARIS,False,"Session #2IA pratique au quotidien : automatiser, coder, décider, documenterExplorer les usages concrets et outils IA pour améliorer productivité, qualité et innovation.Plus d'informations à venir.📅 Rendez-vous le jeudi 22 janvier – 19h00📍 Maison CentraleSupélec – 8 rue Jean Goujon, 75008 Paris🔭 À suivre… Ce rendez-vous inaugure un cycle de six rencontres autour des grands enjeux de l’IA pour les ingénieurs, de la pratique quotidienne à la souveraineté technologique, de la formation à la transformation des métiers, avec des intervenants de renom issus du monde scientifique, industriel et académique.Planning complet du cycle :Lundi 1er décembre : Session d’ouverture : Comprendre l’IA dans les métiers d’ingénieurs — repères pour ne pas subirJeudi 22 janvier : IA pratique au quotidien : automatiser, coder, décider, documenterJeudi 19 mars : Compétences et transmission : Former, s’autoformer, acculturer son équipe à l’ère des IA Mercredi 29 avril : IA au service des transitions : énergie, mobilités durables et santéCe que l’IA transforme dans certaines industriesJeudi 11 juin :  Souveraineté technologique & IA de confiance Jeudi 9 juillet : Clôture – Révolution IA : quelles mutations pour l’ingénieur ?",https://association.centralesupelec-alumni.com/medias/image/630585544690c660b1fd3a.jpg
HEC Alumni,Grands Vins du Jura,2026-01-23 00:00:00+00:00,2026-01-23T01:00:00+00:00,https://www.hecalumni.fr/event/grands-vins-du-jura/2025/11/09/12992,"HEC Alumni, FR",,False,,https://www.hecalumni.fr/templates/common/images/background/event/bg-event-default.jpg
HEC Alumni,"Masterclass ""Dress for success : créez votre style et reprenez le pouvoir"" - 23 janvier",2026-01-23 08:30:00+00:00,2026-01-23T10:00:00+00:00,https://www.hecalumni.fr/event/masterclass-dress-for-success-creez-votre-style-et-reprenez-le-pouvoir-23-janvier/2025/11/09/13004,En ligne,Paris,True,"Dans une célèbre étude sur la communication non-verbale, le professeur de psychologie Albert de Méharabian, démontrait (dès 1971!) que dans les premières minutes d’une rencontre, notre « non-verbal » pèse 55% (c’est à dire nos gestes, attitudes, expressions, nos choix vestimentaires ...), notre voix pèse 38% et les mots seulement 7%. Rien de futile donc dans l'idée de ne pas négliger son style et de le travailler au service de ses ambitions professionnelles. Au-delà de la première impression, notre dress code peut devenir un outil indispensable et puissant pour s'affirmer et participer à nos succès. HEC Life Project et Stéphanie Pfeiffer (H.15) vous proposent une Masterclass pour vous aider à utiliser vos vêtements pour décupler votre confiance. Vous y découvrirez comment briller en étant authentique mais aussi comment jouer avec votre style pour explorer et affirmer de nouvelles facettes de votre personnalité. Au programme :Notre tenue, la première histoire qu'on (se) raconteCréer l'alter-ego qui vous fera performerPasser à l'action : investissez sur vous !L'intervenante : Stéphanie Pfeiffer (H.15) aide les dirigeants ambitieux à passer un cap dans leur posture commerciale. Multi-entrepreneure, experte en stratégie commerciale et elle anime également le podcast Radio JAB.Très engagée dans l’écosystème HEC elle préside la Commission HEC life project et siège au comité de l’association.",https://www.hecalumni.fr/medias/image/129393430468dfcdf48c8ec.png
AX Polytechnique Alumni,"Jacques-Louis David. Peindre, c'est agir.",2026-01-23 11:00:00+00:00,2026-01-23T12:30:00+00:00,https://ax.polytechnique.org/event/jacques-louis-david-peindre-c-est-agir/2025/11/09/2737,"Musée du Louvre, Place du Louvre, 75001, PARIS, FR",PARIS,False,"Un déjeuner amical sera proposé après la visite...Visite guidée par Cécile Dumont, diplômée de l'Ecole du LouvreJacques-Louis David est un monument.« Père de l'École française », « régénérateur de la peinture », il a créé des images qui habitent aujourd'hui encore notre imaginaire collectif : Marat assassiné, Bonaparte franchissant les Alpes, le Sacre de Napoléon…Né sous l’ancien régime, Jacques-Louis David était un révolutionnaire proche de Robespierre, très actif sous la Terreur, membre du Comité de sûreté générale, régicide puis admirateur de Napoléon.David était un homme engagé de son temps et cette exposition a pour ambition de rétablir la cohérence de sa carrièreÀ l'occasion du bicentenaire de sa mort en exil à Bruxelles en 1825, le musée du Louvre offre une nouvelle vision sur une personnalité et une œuvre d'une richesse et d'une diversité exceptionnelles. Sa peinture est vibrante. Jamais, il ne se départit de ce réalisme d’inspiration caravagesque, grâce auquel, dans sa jeunesse, il a trouvé sa voie et qui prend le dessus lorsqu’en exil, il fait le deuil de ses idéaux politiques et artistiques. David, auquel les romantiques rendront hommage, est ce « singulier mélange de réalisme et d’idéal » décrit par Eugène Delacroix. L’idéal traduit la vision, l’espoir d’une société nouvelle ; le réalisme la confrontation avec l’Histoire et sa contingence.En posant la question de l’engagement de l’artiste à un moment de crise, de la capacité de l’art à agir sur la société et de la forme dans laquelle il peut le faire, David s’impose comme un artiste pour notre temps.Suite à cette visite très prometteuse, les animatrices vous proposent de partager le déjeuner afin que chacun échange ses appréciations sur cette exposition !Plus d'infos",https://ax.polytechnique.org/medias/image/185217311969038b301e5ae.png
EDHEC Alumni,ALUMNI AMBASSADORS DAY 2026,2026-01-24 09:30:00+00:00,2026-01-24T18:00:00+00:00,https://alumni.edhec.edu/event/alumni-ambassadors-day-2026/2025/11/09/22453,"EDHEC Paris campus, 16, Rue de Choiseul, 75009, PARIS, FR",PARIS,False,"Cher(e) Ambassadeur/drice de club,Viens faire le plein d'énergie, d'inspiration et de perspectives concrètes pour faire grandir ton club en 2026.  Nous sommes ravis de te convier à :L’ALUMNI AMBASSADORS DAY 2026 le samedi 24 janvier 2024, de 9h30 à 18h au Campus EDHEC de Paris16 rue Choiseul, 75009 Paris(entrée latérale du bâtiment) Un rendez-vous unique pour :1. VIVRE DES RETROUVAILLES CHALEUREUSESRetrouve tous les acteurs d'EDHEC Alumni : administrateurs, permanents, ambassadeurs de clubs et country managers venus des 4 continents !C’est le moment de célébrer nos liens, partager nos expériences, accueillir les nouveaux et renforcer cette communauté qui fait notre force.Cette édition offrira de nombreux temps de discussions et d’échanges pour favoriser les rencontres et l’inspiration mutuelle.2. S’APPROPRIER LA STRATÉGIE D’EDHEC ALUMNIDécouvre les grandes orientations de l’association et contribue à les enrichir.Des témoignages de personnalités reconnues au sein de l'EDHEC Business School et d'EDHEC Alumni mettront en lumière le rôle de notre réseau dans la réussite du plan stratégique de l’école et son rayonnement.Tu repartiras motivé(e), avec une vision claire et partagée de notre avenir commun.3. AGIR ENSEMBLE POUR PLUS D'IMPACTLors d’ateliers collaboratifs animés, tu imagineras et construiras des solutions pour renforcer l’impact de nos clubs. Tu pourras choisir le thème qui t’inspire le plus : structuration de la feuille de route, rayonnement de l’école par l’influence, reconnaissance de ton rôle, ou encore les moyens de mieux t'accompagner.Méthodes, outils, contacts et bonnes pratiques : tu disposeras de tout le nécessaire pour mettre en musique des actions concrètes dès ton retour.✨ Un moment convivial, une vision inspirante et un plan d’action clair : voilà la promesse de cette journée dédiée aux ambassadeurs EDHEC Alumni.Nous comptons sur toi pour écrire ensemble cette nouvelle page de notre histoire.PROGRAMME09h30 : Café d'accueil et ice breaker10h00-11h : Conférence 11h30-12h30 : Speed-meeting entre participants12h30-14h : Déjeuner networking14h-15h : Les bonnes pratiques de l’ambassadeur : témoignages d’ambassadeurs et présentation des ressources disponibles15h-15h30: pause gourmande15h30-17h30 : Ateliers d'entraide 17h30-18h : Conclusion suivi d'un cocktail offert par EDHEC AlumniOn a hâte de te retrouver. A très vite !Ton équipe EDHEC Alumni #ProudlyEDHECInformations pratiques :Inscription obligatoire.Cet événement est réservé aux ambassadeurs, country managers et personnels de l'EDHEC invités.Pour nos ambassadeurs régionaux : rapprochez-vous de votre Alumni Relations Manager pour qu’elle puisse s’occuper de vos billets de transport.A noter : Un photographe sera présent lors de cette soirée. Si tu ne souhaites pas être photographié(e), merci de nous contacter.L'impact carbone de ta venue à cet événement est compensé via le programme Tree Nation.",https://alumni.edhec.edu/medias/image/58513058168d1577965505.png
HEC Alumni,"Conférence ""Nouveaux modèles économiques & financiers : mirages ou réalités"" - 26 janvier",2026-01-26 18:30:00+00:00,2026-01-26T19:30:00+00:00,https://www.hecalumni.fr/event/conference-nouveaux-modeles-economiques-financiers-mirages-ou-realites-26-janvier/2025/11/09/13095,En ligne,Paris,True,"Face aux crises écologiques et géopolitiques ou aux mutations technologiques et sociétales, les modèles économiques classiques semblent atteindre leurs limites.  Les concepts de “capitalisme régénératif”, “économie circulaire”, “impact investing” ou “finance durable” se multiplient. Mais s’agit-il de véritables changements de paradigme… ou d’un nouveau vernis sur des logiques inchangées ? Cette conférence propose un décryptage lucide, nourri d’exemples et de scénarios prospectifs, pour distinguer les transformations réelles des effets d’annonce, et comprendre ce que cela implique pour les acteurs économiques d’aujourd’hui.Objectifs . Comprendre les grands modèles émergents et leurs logiques profondes . Identifier ce qui fait bouger et ce qui bloque le passage à l’échelle  . Explorer les trajectoires possibles à horizon 5 à 10 ans . Inspirer à créer les conditions de mise en oeuvre de ces modèles plutôt que de les subir  Vous repartirez avec :  . Une vision claire et nuancée des modèles émergents . Des repères pour évaluer la crédibilité des nouvelles approches . Des outils de lecture prospective pour orienter leurs choix stratégiques . Une inspiration concrète pour transformer des modèles sans naïveté Les intervenants : Bénédicte Fumey est membre du Comité d'Orientation stratégique de la Fabrique du Futur & Co. Elle découvre la perspective économique et managériale à 25 ans au sein du ""Club De Budapest"" créé par E. Laslo. Elle aura l’occasion d’animer 25 colloques de « l’université intégrale » réunissant des pionniers visionnaires. Forte de cette expérience, elle travaille ensuite pour de grands groupes internationaux en y assurant des postes de directions en Marketing/Communication, RH, Stratégie et RSE.Depuis plusieurs années, elle étudie les modèles visant à réconcilier économie, écologie & humain. A ce titre, elle éclaire les structures qui souhaitent s’engager dans cette voie et les conseille dans leur mise enoeuvre.Christophe Pouilly  est vice-Président exécutif de la Fabrique du Futur& CO, il assure la direction opérationnelle de ce « Do Tank » composé de 57 associés.A ce titre, il accompagne des structures publiques et privées dans leurs enjeux de projection. Formateur à ‘l’Art de projeter le Futur’, Christophe est également membre actif de la Société Française de Prospective et de l’Association of Professionnel Futurists. Il est ainsi au cœur des principales réflexions qui animent la communauté des prospectivistes en France et à l’International.Christophe bénéficie d’une expérience de plus de 30 ans dans le conseil en stratégie. Co-concepteur de plusieurs ateliers de projection (« Fresque du Futur », « FUTURS Récits », « FUTURS Chocs »), il est rompu à l’animation de séminaires de projection auprès de publics exigeants.",https://www.hecalumni.fr/medias/image/8641913416902127a11fa7.png
EDHEC Alumni,"Carrière - Webinaire ""(Re)trouver son cap professionnel""",2026-01-27 12:30:00+00:00,2026-01-27T13:30:00+00:00,https://alumni.edhec.edu/event/carriere-webinaire-re-trouver-son-cap-professionnel/2025/11/09/22539,En ligne,,True,"L'EDHEC Career Centre for life, t'invite à participer au webinaire : (Re)trouver son cap professionnel.  Cet atelier est fait pour toi si…… la motivation que tu éprouvais dans ton activité pro s'émousse ..  et que tu ne sais pas bien pourquoi ;… tu commences à remettre en question ce qui te convenait jusque là ;… tu quittes un job, une mission et que tu as envie pour la suite de faire un choix qui te corresponde vraiment... sans savoir bien le définir ;… tu as envie d'aborder la suite de ta carrière professionnelle sur des bases posées, cohérentes, qui fassent sens. Avec l'outil PNL des Niveaux logiques, ce webinaire t’expose une méthode structurée pour clarifier tes choix professionnels, en renforçant la cohérence entre tes aspirations personnelles et ton parcours professionnel. ✨ Nos valeurs, comportements et même notre identité sont structurés selon plusieurs niveaux “logiques”.  ✨ Les niveaux logiques ne peuvent fonctionner parfaitement entre eux que lorsqu’ils sont dits “alignés”. 🧭 Ce que nous partagerons ensemble durant ce webinaire :- Niveaux logiques, de quoi parle-t-on ?- Avec cet outil, faire émerger dans mes choix actuels ce qui me correspond bien... ou pas- Comment être aligné (choix / actions) dans mes niveaux logiques ? IntervenantPierre Vassallo, ex-cadre dirigeant Décathlon, entrepreneur, bénévole (action vers l'emploi) et aujourd'hui Coach professionnel, accompagnement de dirigeants, managers et entrepreneurs",https://alumni.edhec.edu/medias/image/134674256169036630a0892.png
Dauphine Alumni,Leadership Féminin & Grands Crus: Château Chauvin - une Collaboration Club Œnologie x Club Wo.Men de Dauphine Alumni,2026-01-27 19:30:00+00:00,2026-01-27T22:00:00+00:00,https://www.dauphine-alumni.org/event/leadership-feminin-grands-crus-chateau-chauvin-une-collaboration-club-oenologie-x-club-wo-men-de-dauphine-alumni/2025/11/09/3156,"Espace 7, Université Paris Dauphine PSL, PLACE DU MARECHAL DE LATTRE DE TASSIGNY, 75016, PARIS, FR",PARIS,False,"Évènement exceptionnel : Club Œnologie X Club Wo.Men Dauphine Alumni  Le Club Œnologie et le Club Wo.Men ont l’honneur d’accueillir à l’Université Dauphine-PSL, Mme Sylvie CAZES, figure majeure du monde du vin pour une dégustation du Château Chauvin, Grand Cru Classé de Saint-Émilion ! Le mardi 27 janvier 2026 à 19h30, Université Dauphine-PSLUne rencontre rare, un accès direct, sans filtre, à une femme qui a contribué à redéfinir le rôle du leadership féminin dans un univers historiquement masculin.                                             Notre invitée exceptionnelle : Sylvie CAZES Figure majeure du vin bordelais, Sylvie CAZES a construit une trajectoire unique à la croisée du terroir, du business et de la culture. Après des études à l’Université Bordeaux III, à l’Institut d’Œnologie et à l’IAE, elle rejoint les propriétés familiales (Château Lynch-Bages / Ormes de Pez) et prend ensuite la Direction de la Communication du groupe incluant AXA Millésimes (Pichon Baron).Entrepreneuse visionnaire, elle fonde Bordeaux Saveurs et reprend le Chapon Fin, institution historique bordelaise. Après un Executive MBA à HEC Paris, et un passage à la tête des propriétés Roederer à Bordeaux (Pichon Comtesse), elle décide de créer son propre chapitre familial en rachetant en 2014 Château Chauvin — Grand Cru Classé de Saint-Émilion, aux côtés de ses trois enfants. Chauvin devient depuis le fer de lance de cette nouvelle génération.Sylvie est une femme avec un engagement public, cet engagement l’a également conduite à la Mairie de Bordeaux aux côtés d’Alain Juppé, où elle impulse la création de la Cité du Vin.Actrice clé de la gouvernance bordelaise, elle préside aujourd’hui l’Association des Grands Crus Classés de saint-émilion et aussi la présidente de sa Fondation de la cité du vin et porte son rayonnement à l’international. PROGRAMME :Dégustation de Château Chauvin (sélection spéciale par Sylvie)Conversation avec Sylvie Cazes sur l’évolution du business du vin et son ancrage dans l’économie culturelle mondialeNetworking & cocktail dinatoireUn rendez-vous à ne pas manquer ce mardi 27 janvier 2026 pour commencer l’année 2026 en beauté en compagnie du club œnologie et du club Wo.Men à 19H30, Espace 7, Université Dauphine-PSL!À bientôt,Les responsables du Club Œnologie et du Club Wo.men",https://www.dauphine-alumni.org/medias/image/885808699690778d001bae.png
EDHEC Alumni,"Carrière - Webinaire ""Retraite internationale : comprendre, anticiper, agir""",2026-01-29 12:30:00+00:00,2026-01-29T13:30:00+00:00,https://alumni.edhec.edu/event/carriere-webinaire-retraite-internationale-comprendre-anticiper-agir/2025/11/09/22521,En ligne,,True,"L'EDHEC Career Centre for life t'invite à participer au webinaire : Retraite internationale : comprendre, anticiper, agir.Expatriés, impatriés, carrières internationales… Comment fonctionne une retraite internationale et quelles démarches entreprendre pour sécuriser ses droits ?Au programme : ✔️ Comprendre les règles du régime de retraite✔️ Identifier les impacts des règlements et conventions internationales✔️ Savoir quelles options choisir✔️ Structurer sa retraite et éviter les écueils administratifs✔️ Échanges, réponses à vos questions et adaptation à vos besoins.IntervenantGabriel Outters, gérant privé et directeur de l’ingénierie patrimoniale de l’Agence française du patrimoine, également formateur pour la Revue Fiduciaire et chargé d’enseignement à Paris-Dauphine.",https://alumni.edhec.edu/medias/image/196062570368f74f90083e4.png
